 ,TCGA-A3-3308-01A-01T-0860-13,TCGA-A3-3311-01A-01T-0860-13,TCGA-A3-3313-01A-01T-0860-13,TCGA-A3-3316-01A-01T-0860-13,TCGA-A3-3317-01A-01T-0860-13,TCGA-A3-3319-01A-01T-0860-13,TCGA-A3-3320-01A-01T-0860-13,TCGA-A3-3322-01A-01T-0860-13,TCGA-A3-3323-01A-01T-0860-13,TCGA-A3-3324-01A-01T-0860-13,TCGA-A3-3331-01A-01T-0860-13,TCGA-A3-3347-01A-02R-1324-13,TCGA-A3-3349-01A-01T-1187-13,TCGA-A3-3351-01A-02R-1324-13,TCGA-A3-3362-01A-02R-1324-13,TCGA-A3-3363-01A-01T-0860-13,TCGA-A3-3365-01A-01T-0860-13,TCGA-A3-3372-01A-01T-0860-13,TCGA-A3-3374-01A-01T-0860-13,TCGA-A3-3378-01A-01T-0860-13,TCGA-A3-3380-01A-01T-0860-13,TCGA-A3-3382-01A-01T-0860-13,TCGA-AK-3427-01A-01T-0860-13,TCGA-AK-3429-01A-02R-1324-13,TCGA-AK-3436-01A-02R-1324-13,TCGA-AK-3440-01A-02R-1276-13,TCGA-AK-3443-01A-01T-0860-13,TCGA-AK-3451-01A-02T-1187-13,TCGA-AK-3455-01A-01T-0860-13,TCGA-AK-3456-01A-02R-1324-13,TCGA-AK-3465-01A-02R-1324-13,TCGA-AS-3777-01A-01T-0860-13,TCGA-B0-4838-01A-01R-1304-13,TCGA-B0-4839-01A-01R-1304-13,TCGA-B0-5077-01A-01R-1333-13,TCGA-B0-5081-01A-01R-1333-13,TCGA-B2-3923-01A-02R-1324-13,TCGA-B2-3924-01A-02R-1324-13,TCGA-B2-4098-01A-02R-1324-13,TCGA-B2-4099-01A-02T-1187-13,TCGA-B2-4102-01A-02R-1324-13,TCGA-B8-4143-01A-01T-1187-13,TCGA-B8-4148-01A-02R-1324-13,TCGA-B8-4151-01A-01T-1187-13,TCGA-B8-4154-01A-01T-1187-13,TCGA-B8-4619-01A-01R-1187-13,TCGA-B8-4620-01A-01R-1187-13,TCGA-BP-4158-01A-02R-1288-13,TCGA-BP-4159-01A-02R-1288-13,TCGA-BP-4160-01A-02R-1288-13,TCGA-BP-4161-01A-02R-1324-13,TCGA-BP-4162-01A-02R-1324-13,TCGA-BP-4163-01A-02R-1324-13,TCGA-BP-4164-01A-02R-1324-13,TCGA-BP-4165-01A-02R-1288-13,TCGA-BP-4166-01A-02R-1288-13,TCGA-BP-4167-01A-02R-1324-13,TCGA-BP-4169-01A-02R-1288-13,TCGA-BP-4174-01A-02R-1288-13,TCGA-BP-4176-01A-02R-1288-13,TCGA-BP-4325-01A-02R-1288-13,TCGA-BP-4326-01A-01R-1288-13,TCGA-BP-4327-01A-01R-1288-13,TCGA-BP-4329-01A-02R-1288-13,TCGA-BP-4330-01A-01R-1288-13,TCGA-BP-4332-01A-01R-1288-13,TCGA-BP-4334-01A-01R-1288-13,TCGA-BP-4335-01A-01R-1288-13,TCGA-BP-4337-01A-01R-1288-13,TCGA-BP-4338-01A-01R-1288-13,TCGA-BP-4341-01A-01R-1288-13,TCGA-BP-4342-01A-01R-1288-13,TCGA-BP-4343-01A-02R-1288-13,TCGA-BP-4344-01A-01R-1288-13,TCGA-BP-4345-01A-01R-1288-13,TCGA-BP-4346-01A-01R-1288-13,TCGA-BP-4347-01A-01R-1288-13,TCGA-BP-4351-01A-01R-1288-13,TCGA-BP-4352-01A-01R-1288-13,TCGA-BP-4353-01A-02R-1288-13,TCGA-BP-4354-01A-02R-1288-13,TCGA-BP-4355-01A-01R-1288-13,TCGA-BP-4756-01A-01R-1288-13,TCGA-BP-4758-01A-01R-1288-13,TCGA-BP-4762-01A-02R-1288-13,TCGA-BP-4763-01A-01R-1288-13,TCGA-BP-4765-01A-01R-1288-13,TCGA-BP-4766-01A-01R-1288-13,TCGA-BP-4768-01A-01R-1288-13,TCGA-BP-4769-01A-01R-1288-13,TCGA-BP-4775-01A-01R-1288-13,TCGA-BP-4777-01A-01R-1288-13,TCGA-BP-4781-01A-01R-1304-13,TCGA-BP-4798-01A-01R-1304-13,TCGA-BP-4799-01A-01R-1304-13,TCGA-BP-4803-01A-01R-1304-13,TCGA-BP-4962-01A-01R-1333-13,TCGA-BP-4963-01A-01R-1333-13,TCGA-BP-4972-01A-01R-1333-13,TCGA-BP-4983-01A-01R-1333-13,TCGA-BP-4991-01A-01R-1333-13,TCGA-BP-5004-01A-01R-1333-13,TCGA-CJ-4634-01A-01R-1187-13,TCGA-CJ-4636-01A-01R-1187-13,TCGA-CJ-4637-01A-01R-1187-13,TCGA-CJ-4638-01A-01R-1187-13,TCGA-CJ-4639-01A-01R-1187-13,TCGA-CJ-4640-01A-01R-1187-13,TCGA-CJ-4641-01A-01R-1187-13,TCGA-CJ-4643-01A-01R-1187-13,TCGA-CJ-4644-01A-01R-1187-13,TCGA-CJ-4871-01A-01R-1304-13,TCGA-CJ-4872-01A-01R-1304-13,TCGA-CJ-4873-01A-01R-1304-13,TCGA-CJ-4884-01A-01R-1304-13,TCGA-CJ-4885-01A-01R-1304-13,TCGA-CJ-4886-01A-01R-1304-13,TCGA-CJ-4892-01A-01R-1304-13,TCGA-CJ-4893-01A-01R-1304-13,TCGA-CJ-4894-01A-01R-1304-13,TCGA-CZ-4861-01A-01R-1304-13,TCGA-CZ-4862-01A-01R-1304-13
hsa-mir-497,0.779003,0.117542,-0.53043,3.863946,0.211106,-0.190092,0.042187,-0.215944,0.626074,-1.035602,-0.379585,-0.200777,1.269288,2.054585,0.724227,-1.527219,0.680396,0.494031,-1.504783,0.048736,0.35564,0.989506,-1.267903,-0.789144,0.352809,-1.523581,-1.517366,-1.380152,-0.549177,-1.287212,-0.584934,-1.266828,-0.59434,2.536677,0.179217,-0.323522,-1.203914,-1.105613,-1.472852,0.290463,-0.080311,0.320628,-0.670427,-0.51865,0.161425,-1.394398,0.438416,-0.600113,0.270623,-0.077404,0.536269,-0.939584,0.638037,-0.362529,0.775137,0.849953,0.496714,-0.021863,0.225417,0.008467,-0.777451,2.234468,0.012765,0.923309,0.117904,0.288672,-1.596621,0.196802,-0.006909,1.008193,1.463137,1.758938,0.039341,0.51728,4.281108,-0.244579,-0.831533,3.071901,-0.36375,-0.883353,0.58631,0.956396,-1.095375,-0.689992,0.774626,0.998383,0.060478,-0.464659,0.130281,0.074542,0.305946,-1.086366,-0.527438,0.135174,-0.574447,-0.446882,0.148312,-0.403466,0.058693,-0.724262,0.847593,0.158054,-0.383857,-0.721006,-0.075067,0.841053,-0.741549,-0.827517,-0.188023,-0.553737,-0.888195,1.055319,0.035784,-0.474083,-0.663335,-0.238104,-0.094768,-0.229168,-0.806872,0.141252,-0.15375,-0.68617
hsa-mir-500a,-0.583591,-0.581188,0.611535,-0.556309,-0.526105,-0.718173,-0.234389,-0.515737,-0.819549,0.052442,0.395542,-0.457117,-0.711254,-0.327257,0.186441,0.831594,-0.418104,-0.497663,0.678109,-0.189992,-0.310474,-0.322652,-0.69423,0.708321,-0.702499,-0.356117,1.20524,-0.643082,0.273748,2.957155,-0.072436,2.182132,0.806152,-0.090366,0.038292,1.310089,-0.107107,-0.651747,-0.50317,-0.559644,0.435811,-0.954322,-0.324683,-0.459312,-0.281207,-0.424337,-0.928334,-0.005392,-0.419741,-0.249619,-0.382697,-0.395332,-0.645886,-0.556944,-0.072152,-0.1991,-0.668887,-0.505035,-0.549313,-0.204172,0.563824,-0.915017,-0.219483,-0.456479,0.268906,-0.730076,-0.142557,0.216163,-0.463639,-0.50551,1.155335,-0.443273,-0.50288,-0.144891,-0.454512,0.98825,1.054503,0.043688,-0.301864,0.141417,0.145101,-0.552497,8.504434,-0.290617,0.684115,-0.324314,-0.285741,1.214666,0.006409,-0.745549,0.977915,0.765384,-0.453689,0.156782,-0.627083,-0.572456,0.491936,0.123673,0.240054,0.585456,-0.14669,1.220452,0.164898,-0.560284,-0.375487,-0.651431,-0.475867,-0.160646,-0.422567,-0.383981,0.393243,-0.399915,-0.45888,0.238,0.13211,-0.452085,0.10571,-0.13396,0.701713,0.871668,-0.467915,-0.230157
hsa-mir-500b,-1.049209,-0.689983,0.662479,-0.887705,-0.222284,-0.69182,0.035073,-0.367686,-0.578931,-0.711959,0.450587,-0.647507,-0.260631,0.138094,1.050273,-0.45154,-0.73093,-0.206408,0.275589,-0.043483,0.202693,-0.528629,-0.879479,1.402922,-0.432238,-0.461119,0.269697,-0.695824,0.527991,2.094272,-0.399115,1.15685,0.989611,1.031612,-0.176635,-0.159639,-0.549283,-0.511716,-0.38295,-0.71842,0.507569,-1.162059,0.270884,0.265082,0.308869,-0.184359,-0.811914,0.455414,-0.64135,-0.266193,-0.082654,0.123056,-0.213518,0.063186,0.57214,0.51459,-0.657427,-0.723917,0.36612,-0.243696,0.159101,-0.763513,0.142634,0.11287,0.103887,-0.717722,-0.17568,0.288349,-0.405785,-0.859418,0.477773,-0.837784,-0.48911,-0.123406,-0.698163,1.549886,2.045934,0.045687,-0.387558,-0.136693,-0.370428,-0.320579,8.180455,-0.025269,-0.057765,0.128524,-0.012993,2.118236,0.288076,-0.693773,1.351623,1.69146,0.138234,0.371716,-0.50932,-0.801586,-0.098284,-0.625025,-0.328978,-0.255729,-0.693673,0.387648,-0.195041,-0.376382,-0.645837,-0.644403,-0.247318,-0.484561,-0.454684,-0.567477,0.525037,0.137993,-0.825676,-0.70625,0.2953,-0.259022,-0.779369,0.313602,0.683006,1.049835,-0.819926,-0.505134
hsa-mir-501,-0.278881,-0.638818,-0.891563,-0.396617,-0.490572,-0.456836,-0.513931,-0.523523,-0.784019,0.543179,0.261691,-0.430968,-0.410575,-0.422983,0.319628,-0.176691,-0.599609,-0.688405,-0.528718,-0.178226,-0.475562,-0.523178,-0.934286,0.38854,-0.571699,-0.616073,0.676207,-0.349449,-0.029317,-0.942908,-0.417565,1.23596,0.428148,0.03565,0.05137,0.90645,-0.582729,-0.227748,-0.52375,-0.429718,0.947152,-0.793989,-0.215497,-0.06951,0.363178,-0.502494,-0.806118,0.143941,-0.41004,-0.196474,0.023193,-0.410583,-0.667277,-0.423788,0.401981,-0.085131,-0.332156,-0.4529,-0.461021,-0.346749,1.182839,-0.538482,-0.11801,-0.261384,0.251579,-0.623097,-0.518629,0.576505,-0.495684,-0.379365,1.591748,-0.160461,-0.284336,-0.190129,-0.255261,1.106973,0.655103,0.283201,-0.515074,0.259119,0.195103,-0.453444,9.127527,-0.128183,-0.01795,-0.188237,-0.137519,1.822619,0.391324,-0.737298,1.33769,0.950596,-0.350729,-0.062536,-0.674087,-0.310975,0.399184,0.187272,0.135322,0.790577,0.140294,1.143066,0.4628,-0.560746,-0.355837,-0.609198,-0.50484,-0.377893,-0.015246,-0.096506,0.51772,-0.173697,-0.363122,0.529908,0.077687,-0.316345,0.375022,0.061358,1.175647,-0.08921,-0.267854,-0.114041
hsa-mir-502,0.027099,-0.663984,1.798369,-0.800521,0.063092,-0.667155,0.948478,0.379477,-0.844734,1.383186,0.817195,-0.434815,0.399479,-0.622186,0.869411,-0.399317,-0.194643,-0.447743,1.314164,0.640084,-0.04843,0.664792,-0.842519,1.44293,-0.702855,-0.286529,2.179428,-0.725626,1.716044,1.427608,-0.117818,5.724671,-0.007619,0.504142,-0.614983,-1.241439,-0.312226,-0.135505,0.000943,-0.740527,0.369281,-1.159133,-0.233295,-0.013912,0.22665,-0.511465,-0.942143,0.18507,-0.265109,-0.43094,0.156517,-0.547273,-0.880573,1.288241,1.599754,-0.204138,-0.773324,-0.967134,0.545382,0.576875,1.335894,-1.059871,-0.42317,-0.074453,-0.741195,-0.50936,0.442739,0.677327,-0.567818,-1.076945,0.12383,-1.025175,-0.554038,0.448254,-0.402382,0.425968,0.202219,-0.463484,-1.082147,-0.808931,-1.071397,-0.171248,3.776269,0.156437,-0.491804,0.287359,0.059518,1.334403,-0.718201,-0.693224,-0.171616,2.117243,-1.067506,0.534806,-0.631946,-0.906128,-0.350966,-0.886136,-0.717399,-0.733723,-0.775797,-0.186145,0.683749,-0.725276,0.3031,-0.437599,-0.465101,-0.233671,-0.739213,0.021239,1.377499,-0.448851,-0.996518,-0.338002,0.144214,-0.598517,-0.502668,-0.049831,1.576086,0.148934,-0.489467,-1.258919
hsa-mir-503,2.148345,0.105222,-0.124251,0.37818,2.190893,9.670205,-0.372954,-0.514073,-0.133764,-0.471547,0.715104,0.091718,-0.570608,-0.511875,-0.279116,-0.187798,-0.261896,0.022149,-0.400588,-0.392679,0.709693,-0.122835,0.064732,-0.117745,-0.418994,-0.644896,-0.396367,-0.570235,0.714615,0.325067,0.481009,0.285433,-0.51878,-0.276532,0.07924,0.046885,-0.532137,-0.284086,-0.57053,-0.393672,-0.285718,-0.43827,0.058606,0.178905,0.157411,-0.40589,-0.246942,-0.464301,-0.252986,0.241616,-0.229439,-0.342283,-0.466165,0.297797,-0.340678,-0.051009,-0.068531,-0.143112,-0.289828,-0.380188,-0.442439,0.959023,0.730886,0.037632,0.028208,-0.459955,-0.601195,0.278312,-0.141819,0.077605,-0.089887,0.078611,-0.326979,-0.313478,0.470005,-0.000936,-0.418684,0.155762,-0.525134,-0.242379,-0.020641,-0.360865,-0.507194,0.312518,-0.355664,0.179601,-0.20366,0.24392,1.289014,-0.610458,-0.35371,0.116661,-0.1026,0.041118,-0.535988,0.106584,-0.19499,-0.409281,-0.09256,-0.392823,0.157424,-0.028429,-0.375886,-0.258528,-0.403228,-0.575807,-0.280302,-0.442795,-0.066757,-0.433716,0.749273,0.381382,-0.300544,-0.410696,0.011589,0.133608,-0.412343,-0.474817,1.050956,-0.488346,-0.574347,0.150646
hsa-mir-504,1.848171,-0.667398,1.646533,1.122703,3.311208,-1.212259,-0.205435,1.483752,1.77823,-0.514618,-0.10058,1.134422,1.6022,0.419661,1.083794,0.205121,1.094287,-0.395586,-1.212259,-0.485362,3.605801,-1.212259,-0.638912,-0.398229,-0.573413,0.328003,-0.815068,-0.78097,-0.282282,0.281099,1.004169,1.741102,-0.333028,-0.752892,0.124291,0.210242,-0.431286,-0.99062,-0.728218,-0.982539,-0.555648,-0.891461,-0.218501,-0.954011,-0.89057,0.872829,0.062278,-0.697715,-0.817106,0.230735,-0.926596,-0.405181,1.105096,-0.510695,0.038755,0.292537,-0.519972,0.151634,-0.608687,-1.212259,-0.817799,-0.942267,-1.212259,-0.618879,0.420065,0.481566,1.051621,0.798178,-0.112798,-0.834172,-0.596158,-0.946005,1.01548,2.419636,-0.019349,-0.688535,-0.196476,-0.124564,-0.73081,-0.849106,-1.212259,2.194479,1.066053,0.180285,-0.22195,-0.054677,1.104854,-0.035734,-1.212259,-0.528725,0.377147,1.759184,-0.223117,0.907589,-0.799295,-0.466527,-0.681781,-0.671105,-0.011997,-1.212259,-0.731166,-0.248919,-0.524239,0.00708,-0.623946,-0.538287,-1.212259,0.146025,0.858314,-0.325001,-0.980153,0.963475,-0.595311,-0.3661,-0.948838,-0.369603,0.006086,3.060679,1.225824,0.851607,-0.378342,-0.889234
hsa-mir-505,0.757331,-0.436132,1.050233,0.514449,0.314606,-1.206965,-0.162733,-0.527425,-0.030929,-0.152026,0.558329,-0.822549,1.768596,-1.312064,-0.060209,-1.615904,-0.125118,-0.567894,-1.445578,-0.445224,-0.062786,-0.441988,-2.139244,0.741172,-1.476746,-1.785638,-2.150233,-1.155145,-0.754552,-0.092798,-1.072907,-1.498734,0.020152,0.983538,0.730153,0.105936,-1.946135,0.003141,-1.394329,-1.472814,-0.747991,-1.580992,0.968579,-0.539918,-0.926745,-2.155844,-0.229559,0.437711,0.428555,0.210153,-0.098103,-0.052171,-0.592614,0.558462,3.254182,0.907683,-0.377339,0.871568,-0.408181,-0.166326,1.345016,0.001958,1.122409,-0.11387,0.303839,-0.321505,-1.410233,0.36177,-0.031512,-0.556838,0.648184,-0.79607,-0.047108,1.308628,1.223208,0.282504,-0.371275,0.345899,-0.153231,0.718364,2.242,0.267802,2.443669,1.35898,-0.064538,1.067244,0.558345,3.696278,0.391916,-0.954784,1.404638,1.974891,0.757918,0.076154,-0.035385,0.298829,0.078597,-0.327849,-0.200127,-0.084105,-0.439267,0.353929,0.571775,-0.713785,-0.343379,-0.343116,-0.238822,-0.350045,-0.292902,-0.481894,0.196425,0.111598,-0.091344,-0.286336,1.010393,-0.807489,0.433547,1.010842,1.245282,0.31494,-0.340815,-0.284092
hsa-mir-508,-0.190717,-0.28001,-0.345614,-0.332553,0.709409,3.245026,-0.321553,-0.313496,-0.269441,-0.36048,-0.200587,-0.326063,-0.346274,-0.021003,0.687571,-0.38818,-0.296598,-0.242262,-0.315109,-0.229441,-0.301224,-0.103702,-0.376797,-0.304144,-0.248669,-0.056187,-0.372409,0.074181,-0.148167,-0.328885,0.74487,0.245046,-0.169992,-0.333462,0.036365,-0.162256,-0.000571,-0.124172,0.611207,-0.333453,-0.218719,-0.171644,-0.378315,-0.347164,-0.337088,-0.38818,-0.337574,-0.204309,-0.317576,-0.197198,-0.206703,-0.324089,0.309572,0.271074,-0.239164,-0.089438,-0.140793,-0.081309,-0.352232,0.01374,-0.200234,-0.238098,-0.036049,-0.325352,-0.193744,-0.096747,0.151148,-0.042272,-0.158994,-0.027891,-0.216942,0.573843,-0.314469,-0.192472,-0.265031,0.339631,-0.317599,-0.064276,-0.311715,-0.258407,-0.076202,-0.27095,-0.336488,-0.271453,0.285886,-0.18901,-0.220904,0.090641,-0.343286,-0.207247,-0.28901,-0.23087,-0.152535,0.201004,-0.224211,-0.171043,5.604181,0.052297,-0.272442,-0.145518,-0.321323,-0.260681,-0.319885,-0.25262,-0.154588,0.133645,-0.304322,8.381005,0.612074,-0.240219,-0.23151,0.216537,-0.314691,-0.27059,-0.314965,-0.234273,-0.06165,-0.284909,-0.302131,-0.316476,-0.355069,0.086375
hsa-mir-509-1,0.169855,-0.377995,-0.20741,-0.155071,0.461745,1.242211,-0.297892,-0.243312,0.068113,-0.377995,-0.245327,-0.097941,-0.377995,0.271186,0.206564,-0.242675,-0.171547,-0.280533,-0.268182,-0.11775,-0.064364,-0.194771,-0.104301,-0.261419,-0.225515,-0.220439,-0.283193,0.085238,-0.156027,-0.306708,0.415534,0.185934,0.041716,-0.213532,-0.195704,-0.377995,-0.005188,-0.060588,-0.031401,-0.213506,-0.142914,-0.14829,-0.2594,-0.316356,-0.301214,-0.212105,-0.377995,-0.255183,-0.377995,-0.320593,-0.037084,-0.249572,0.267299,0.068539,-0.250027,-0.054745,0.007555,-0.106716,-0.377995,-0.176656,-0.095545,-0.249111,-0.215167,-0.189157,-0.134492,-0.153393,-0.223611,0.101858,0.015636,0.163458,-0.267707,0.384603,-0.200756,-0.316076,-0.264105,0.309522,-0.256771,-0.118383,-0.377995,0.055395,-0.14357,-0.323787,-0.300311,-0.045621,0.229809,0.082493,-0.227163,-0.097181,-0.018169,-0.106084,-0.269606,-0.220389,-0.25995,0.444202,-0.279429,-0.200003,2.40754,-0.18425,-0.377995,0.019837,-0.263167,-0.224708,-0.213778,0.087658,-0.167366,-0.056267,-0.377995,10.320507,0.93989,-0.166224,-0.211797,0.011485,-0.377995,-0.277014,-0.252248,-0.33777,-0.087199,-0.289311,-0.248679,-0.131692,0.219126,0.855607
hsa-mir-509-2,0.014743,-0.096834,-0.372862,-0.017993,0.391003,2.17192,-0.117833,-0.261692,-0.183489,-0.196149,-0.16167,-0.174723,-0.372862,-0.235073,0.169957,-0.229253,-0.372862,-0.26943,-0.372862,-0.004615,-0.150968,0.016031,-0.009789,-0.290384,-0.049221,-0.205655,-0.372862,-0.099747,-0.137298,-0.070247,0.118383,0.524844,-0.150152,-0.256504,0.014052,-0.132648,-0.273952,0.07627,-0.127646,-0.256485,-0.289702,-0.129087,-0.372862,-0.307448,-0.046925,-0.196811,-0.265248,-0.242527,-0.272769,-0.068269,-0.083428,-0.168428,0.018463,0.101023,-0.237055,-0.220396,-0.197505,-0.084966,-0.219977,-0.087967,-0.173028,-0.372862,-0.027258,-0.222558,-0.217811,-0.277518,-0.045181,-0.118239,-0.163991,-0.181322,-0.294833,0.166677,-0.090718,-0.241439,-0.312429,0.489427,-0.308537,-0.281024,-0.128959,-0.0969,-0.24847,-0.315333,-0.207977,-0.255284,0.021325,-0.079645,-0.319505,0.297671,0.10447,-0.257436,-0.372862,-0.038342,0.002964,0.365457,-0.05905,-0.246932,2.314551,0.1069,-0.32943,-0.232129,-0.251001,-0.291524,-0.111448,0.121313,-0.223842,0.310009,-0.372862,10.224022,1.025746,-0.238016,-0.020105,-0.028415,-0.320771,-0.158529,-0.239413,-0.202106,-0.141406,0.003604,-0.304243,-0.307515,-0.372862,0.445364
hsa-mir-509-3,-0.26914,-0.236347,-0.129834,0.125328,-0.041789,2.067398,-0.346432,-0.194421,-0.195381,-0.346432,-0.009523,-0.267411,-0.275352,-0.016716,0.333953,-0.289158,-0.28818,-0.346432,-0.253476,0.094159,-0.213689,-0.294733,-0.172672,-0.214858,-0.152821,-0.213062,-0.306308,0.089261,-0.158538,-0.1654,0.157356,0.369612,-0.12438,-0.300027,-0.037816,-0.154829,-0.030853,-0.212091,0.338145,-0.300019,-0.346432,-0.151988,-0.246042,-0.294255,-0.281437,-0.206007,-0.260596,-0.138513,-0.346432,-0.297841,-0.115569,-0.074659,0.043737,-0.062941,-0.201999,-0.346432,-0.159937,-0.116796,-0.285459,-0.176,-0.266735,-0.291883,-0.139682,-0.186582,-0.181533,-0.308407,-0.346432,-0.075637,-0.179829,0.111905,-0.159715,-0.07746,0.028649,-0.241604,-0.105414,0.023918,-0.295125,-0.199926,-0.249159,-0.27306,-0.048773,-0.346432,-0.280673,-0.221387,0.25382,-0.190512,-0.346432,0.069556,-0.11799,-0.20833,-0.346432,0.187218,-0.096622,0.40309,-0.096124,-0.14554,2.225864,-0.12776,-0.242502,-0.121924,-0.200631,-0.086919,-0.207423,0.04774,0.01016,0.402506,-0.346432,10.246593,1.257216,-0.131316,-0.205746,0.312952,-0.263333,0.080967,-0.29321,-0.17618,0.145882,-0.12122,-0.072768,-0.294309,-0.346432,0.50201
hsa-mir-511-1,1.21409,0.212629,0.15554,0.859099,0.261717,0.209624,-0.453621,0.557382,-0.42642,-0.030276,-0.032974,0.050025,0.142388,-0.692577,-0.510932,-0.423461,-0.008294,-0.304925,0.945334,-0.520058,0.243012,0.036188,-0.692577,-0.383459,-0.237713,-0.535908,-0.456907,-0.539036,-0.140785,-0.054608,-0.561067,-0.272014,-0.431736,-0.310991,-0.194102,-0.467503,-0.321871,-0.271753,0.111585,-0.365452,-0.614658,-0.540303,-0.456722,-0.508702,-0.310834,-0.527621,-0.692577,-0.326217,0.104588,0.277766,-0.285789,-0.501028,-0.234251,-0.637075,-0.183588,0.343135,0.01941,0.710125,-0.692577,0.308444,-0.411718,-0.244026,-0.611621,-0.176199,-0.450446,0.022099,-0.462305,-0.454002,-0.105459,1.01236,-0.400131,-0.376619,0.188627,0.230971,1.289264,-0.319681,-0.511765,-0.477453,2.963908,1.031211,9.097772,0.870602,-0.538084,-0.362076,0.180413,0.77268,0.857237,-0.413345,-0.513678,0.09152,-0.153687,0.091012,-0.399128,-0.629687,2.051735,-0.63358,0.062832,0.463341,-0.244932,0.757917,-0.121674,-0.38773,-0.529285,-0.17167,-0.552949,-0.45264,0.023501,-0.434681,-0.119252,-0.018727,-0.637489,-0.176197,0.869278,0.010306,0.30773,-0.452586,0.030315,-0.295747,-0.178226,-0.202747,0.198056,-0.46258
hsa-mir-511-2,1.852913,-0.049559,0.385447,0.751425,1.149913,0.250035,-0.153882,0.587848,-0.495411,0.162926,0.120321,0.280567,-0.12234,-0.656036,-0.338992,-0.728495,0.95701,0.442056,0.47241,-0.605154,0.776505,0.046767,-0.488385,-0.535632,0.081155,-0.501321,-0.752105,-0.447447,-0.419326,-0.558113,-0.499088,-0.150146,-0.807346,-0.360128,-0.382464,-0.14788,-0.590112,-0.067537,0.000493,-0.104463,-0.716025,-0.628881,-0.60003,-0.520011,-0.449424,-0.420691,-0.689172,-0.664222,0.017017,-0.004586,-0.568968,-0.732515,-0.377619,-0.742298,-0.061676,0.11351,0.027103,0.773394,-0.723402,0.600491,-0.587902,0.168959,0.141452,-0.147133,-0.580324,-0.126795,-0.537468,-0.434534,0.339493,0.3495,-0.72166,-0.585164,0.122149,1.068814,1.382648,-0.297473,-0.454161,-0.504795,3.879818,1.819021,8.208182,0.077091,-0.716813,-0.333922,0.373207,0.587947,1.360596,-0.807346,0.031333,0.333436,-0.302082,-0.164489,-0.463424,-0.807346,1.030562,-0.669059,0.225551,0.246338,0.051157,0.583548,-0.472797,-0.360745,0.149545,-0.603845,-0.15277,-0.244935,-0.052027,-0.580656,-0.615364,-0.461829,-0.549097,-0.429098,1.080353,-0.218932,-0.294438,-0.666712,-0.044839,-0.08388,-0.656641,0.125535,0.004516,0.001323
hsa-mir-514-1,0.005226,-0.335272,-0.302235,-0.350419,0.340876,1.460158,-0.441258,-0.416866,-0.368544,-0.441258,-0.387197,-0.365179,-0.441258,-0.123818,1.404798,-0.386116,-0.329091,-0.361829,-0.351763,-0.158467,-0.398658,-0.043063,-0.441258,-0.282913,-0.068454,-0.098846,-0.441258,0.8591,-0.350809,-0.266966,0.47491,0.01833,-0.355744,-0.39658,0.041571,-0.164554,-0.213387,0.0761,1.065227,-0.351888,-0.377396,-0.254054,-0.441258,-0.391024,-0.441258,-0.441258,-0.441258,-0.341169,-0.32596,-0.300913,-0.163423,-0.336596,0.272461,0.468527,-0.267439,-0.060733,-0.082156,-0.397041,-0.323851,0.160392,-0.441258,-0.336221,0.354949,-0.28736,-0.203119,-0.331431,-0.315438,0.145345,-0.173925,-0.220622,-0.321414,-0.026926,-0.224589,-0.289871,-0.302032,0.577486,-0.342463,-0.194417,-0.160304,0.053225,-0.345733,-0.220366,-0.377947,-0.350966,0.026568,0.084143,-0.277359,0.073669,0.071928,-0.219657,-0.352924,-0.120145,0.087862,0.538076,-0.360929,-0.151139,3.479896,-0.020198,-0.241137,-0.441258,-0.347676,-0.191407,-0.441258,0.175423,-0.097943,1.131947,-0.26519,9.017547,3.183637,-0.372222,-0.215512,0.246478,-0.361252,-0.358961,-0.082575,-0.08065,-0.026523,-0.116018,-0.335868,-0.441258,-0.441258,0.752601
hsa-mir-514-2,-0.145286,-0.341595,-0.450147,-0.357109,0.05052,1.335007,-0.316422,-0.412673,-0.3012,-0.450147,-0.339408,-0.372226,-0.380057,-0.233398,0.891669,-0.111289,-0.450147,-0.450147,-0.175163,-0.23292,-0.450147,-0.297209,-0.393034,-0.190663,-0.068319,0.163578,-0.410581,1.010575,-0.26487,-0.390643,0.819378,-0.332469,-0.362563,-0.404388,0.386726,-0.166745,0.094423,0.697928,0.514197,-0.358614,-0.253924,-0.258411,-0.400651,-0.347246,-0.321968,-0.311678,-0.450147,-0.245124,-0.332059,-0.162663,-0.051763,-0.289355,0.396269,-0.030834,-0.272121,-0.15035,0.101544,-0.133134,-0.269774,0.054027,-0.450147,-0.288777,-0.17832,-0.292523,-0.206244,-0.18768,-0.256849,0.484434,-0.231104,-0.224171,-0.26603,0.02726,-0.376176,-0.243411,-0.164954,0.645427,-0.298368,-0.052866,-0.450147,-0.088395,-0.352309,-0.359651,-0.450147,-0.296017,0.057188,-0.14265,-0.366214,0.018646,-0.149799,-0.04161,-0.404911,-0.055485,-0.105284,0.394518,-0.285599,0.045088,4.992681,0.142824,-0.313504,-0.228766,-0.306376,-0.322197,-0.313074,-0.352976,0.077291,1.026865,-0.450147,8.534033,2.781223,-0.308734,-0.357663,0.145869,-0.368205,-0.281569,-0.292705,0.053494,-0.146737,-0.191059,-0.450147,-0.295955,-0.450147,0.643898
