sortid,genelist,drdist,FC,pValues,pAdjusted
5271,DONSON,0.000154122697854349,0.47108921584564,0.492486504673598,0.999999999999955
8433,KDM3B,0.000153901673765202,0.470413636801874,0.492796937814033,0.999999999999955
1385,EGR3,0.000153750066327379,0.46995023569357,0.493010063341903,0.999999999999955
9546,PPM1H,0.000153563093846834,0.469378738305638,0.493273116872131,0.999999999999955
1737,GKAP1,0.000153367801929645,0.468781811847627,0.493548126470654,0.999999999999955
1049,RCOR3,0.000152740456393285,0.466864276527375,0.494433296019631,0.999999999999955
2438,PSMG3,0.000152278874127785,0.465453410830563,0.495086281976565,0.999999999999955
1840,IGFBP4,0.00015164196689171,0.463506649356841,0.49598967983744,0.999999999999955
6208,SDHD,0.000151601013841747,0.463381472854858,0.49604786317347,0.999999999999955
9694,JKAMP,0.000150035786875318,0.458597222679507,0.498280293696633,0.999999999999955
8780,SCNM1,0.000148525041466182,0.453979500046562,0.500451186424651,0.999999999999955
1802,BET1,0.000148023811739682,0.452447448492169,0.501174985786868,0.999999999999955
6595,SLMAP,0.000147866845970299,0.451967669184884,0.501402017782854,0.999999999999955
11223,DNPEP,0.000147504212990263,0.450859250447193,0.501927192242442,0.999999999999955
1831,RNF103,0.000147294315030281,0.450217679369396,0.502231600030242,0.999999999999955
4057,MXI1,0.000146715490469433,0.448448452563233,0.503072681837548,0.999999999999955
8977,PWWP3A,0.000146447892587584,0.447630516736277,0.503462337217216,0.999999999999955
9801,NR1D2,0.000145995050443325,0.446246365968021,0.50412290644287,0.999999999999955
10973,MAPK8,0.000145898862171311,0.445952358282798,0.504263408832241,0.999999999999955
1038,PPP6C,0.000145308623579059,0.444148243512832,0.505127040457464,0.999999999999955
6363,PDIA4,0.000144525230226673,0.441753734688291,0.50627721466482,0.999999999999955
8909,PHF11D,0.000143344682910654,0.438145290785385,0.508019005576905,0.999999999999955
4247,IL21R,0.000143088485500083,0.437362201474547,0.508398363768852,0.999999999999955
6514,RPS2,0.000142846233656594,0.436621737982956,0.508757521682839,0.999999999999955
8656,BCL7B,0.000142324194084215,0.435026079353721,0.509532977060967,0.999999999999955
10175,NUDCD3,0.000142313782014317,0.434994253971011,0.509548464255012,0.999999999999955
5144,RABEP1,0.000142295949034724,0.434939745942735,0.509574991399329,0.999999999999955
9955,ATP5H,0.000142083057019592,0.434289023279138,0.509891859614146,0.999999999999955
1843,TKT,0.000142004978527454,0.434050369685943,0.510008156890347,0.999999999999955
1824,2310001H17RIK,0.00014185255754889,0.433584481920744,0.510235318866909,0.999999999999955
7766,YLPM1,0.000141313889046401,0.431937995543519,0.511039532417344,0.999999999999955
8436,LIG3,0.000140944400903609,0.4308086234142,0.511592435610656,0.999999999999955
4336,TBKBP1,0.000140882087031478,0.430618155731195,0.511685784457526,0.999999999999955
10290,ABTB1,0.000140102013426988,0.428233794000206,0.512856873592575,0.999999999999955
10400,ATG12,0.000139771862760296,0.427224660233096,0.513353916889158,0.999999999999955
5362,ALAD,0.00013940690209346,0.426109126721498,0.513904342712083,0.999999999999955
4695,ATF1,0.000139194313554782,0.425459331659655,0.51422543794548,0.999999999999955
3972,2810013P06RIK,0.000138476763782719,0.42326607937328,0.515311816910432,0.999999999999955
4386,ATP5L,0.00013799674131593,0.421798849623113,0.516040815367936,0.999999999999955
2181,USO1,0.000137829481383348,0.421287605325036,0.516295252541759,0.999999999999955
8936,ARL2BP,0.000137542728165401,0.420411119573977,0.516731974863538,0.999999999999955
4652,AEN,0.00013733064052138,0.41976285553952,0.517055398452358,0.999999999999955
2515,TSR1,0.000137106474408072,0.419077672630012,0.517397626798342,0.999999999999955
8438,CAPN7,0.0001368060741986,0.418159473681444,0.51785686269685,0.999999999999955
3224,WEE1,0.000136716437076589,0.417885490146854,0.517994033692001,0.999999999999955
4658,HERC2,0.000133936730980385,0.409389080575957,0.522279746870291,0.999999999999955
9709,THUMPD3,0.000133822459675307,0.409039800552625,0.522457267391425,0.999999999999955
780,IAH1,0.000133791059434056,0.408943823028,0.522506066384569,0.999999999999955
2461,FILIP1L,0.000133514478523853,0.408098429806112,0.522936248557198,0.999999999999955
9593,ERI3,0.000133335371868566,0.407550974986239,0.523215158251139,0.999999999999955
281,NDUFAF3,0.000133158681207772,0.407010904860299,0.523490564174566,0.999999999999955
9159,YTHDF2,0.000132161165156624,0.403961911682324,0.525050221286082,0.999999999999955
1854,LILR4B,0.000132136760202725,0.403887315852152,0.525088482905132,0.999999999999955
8047,H2AFJ,0.000131519000535085,0.401999080560003,0.526058650249523,0.999999999999955
7262,CCDC50,0.000131442849793587,0.401766319301618,0.52617846309795,0.999999999999955
6662,IGF1R,0.000131387427136715,0.401596915207805,0.526265693713452,0.999999999999955
8272,PPIB,0.000131078010557978,0.400651156954959,0.526753163815422,0.999999999999955
8911,EMC4,0.000130990497088479,0.400383664546013,0.526891183040613,0.999999999999955
3078,TATDN2,0.000130854766884159,0.399968793560688,0.527105373607429,0.999999999999955
2048,MED27,0.000130533491173899,0.398986786857434,0.527612986690545,0.999999999999955
5205,SLC30A1,0.000130239992307145,0.398089682453503,0.528077477013762,0.999999999999955
3099,ADO,0.000130206796369481,0.397988216229119,0.528130058846829,0.999999999999955
2558,DPP7,0.000129849775573806,0.396896951613222,0.528696167136937,0.999999999999955
4883,DIAPH2,0.000129552684554702,0.395988867488217,0.529168077409983,0.999999999999955
9363,SF3A3,0.000129454944252268,0.395690115889191,0.529323496836045,0.999999999999955
699,MS4A4C,0.00012932672468703,0.395298201814981,0.529527506359329,0.999999999999955
846,STAT3,0.000128920416505355,0.39405628608575,0.530174914643233,0.999999999999955
1859,TRAPPC3,0.000128497193270664,0.39276266804938,0.530850789249209,0.999999999999955
10068,IGHA,0.000128458560168439,0.392644582666203,0.5309125623279,0.999999999999955
